Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Profit Margin,Sales Share,Sales Rank,Profit Rank,Product Type
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.72,31,0.125,0.34788948,5.97E-05,1256,899,Problem Product
Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,23.54,13,0.15,0.045747823,0.000224044,737,1169,Problem Product
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,56.1,28,0.028571429,0.411471322,5.94E-05,1263,812,Problem Product
Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",194.69,68.95,10,0.066666667,0.354152756,8.48E-05,1106,723,Problem Product
Furniture,Furnishings,Coloredge Poster Frame,298.2,116.29,21,0,0.389973172,0.000129839,940,538,Problem Product
Furniture,Furnishings,"Computer Room Manger, 14""",636.61,179.28,22,0.142857143,0.281616688,0.000277186,653,400,Problem Product
Furniture,Furnishings,Contemporary Borderless Frame,36.16,3.62,6,0.3,0.100110619,1.57E-05,1718,1498,Problem Product
Furniture,Furnishings,Contemporary Wood/Metal Frame,193.91,4.85,18,0.35,0.025011603,8.44E-05,1108,1482,Problem Product
Furniture,Furnishings,"Contract Clock, 14"", Brown",334.09,29.47,21,0.28,0.088209764,0.000145466,909,1096,Problem Product
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,455.44,61.44,24,0.225,0.134902512,0.000198303,797,767,Problem Product
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,48.82,23,0.171428571,0.289320849,7.35E-05,1171,889,Problem Product
Furniture,Furnishings,DAX Clear Channel Poster Frame,119.56,27.7,10,0.2,0.231682837,5.21E-05,1311,1118,Problem Product
Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,97.16,15,0.04,0.333356207,0.000126904,947,597,Problem Product
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,39.75,18,0.2,0.232333859,7.45E-05,1160,984,Problem Product
Furniture,Furnishings,DAX Cubicle Frames - 8x10,125.79,20.76,26,0.12,0.165036966,5.48E-05,1287,1219,Problem Product
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.46,17,0,0.360079621,6.34E-05,1231,849,Problem Product
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,55.09,17,0.04,0.280713376,8.54E-05,1103,825,Problem Product
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.11,11,0.24,0.16125247,7.05E-05,1182,1137,Problem Product
Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,513.72,123.92,23,0.2,0.241220899,0.000223678,738,510,Problem Product
Furniture,Furnishings,DAX Solid Wood Frames,113.33,33.32,13,0.066666667,0.294008647,4.93E-05,1329,1050,Problem Product
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.15,73.93,25,0.1,0.342030997,9.41E-05,1061,699,Problem Product
Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,234.78,84.81,13,0.133333333,0.361231791,0.000102225,1038,654,Problem Product
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",175.94,52.47,36,0.06,0.298226668,7.66E-05,1147,848,Problem Product
Furniture,Furnishings,DAX Wood Document Frame,477.8,126.33,40,0.111111111,0.26439933,0.000208038,772,501,Problem Product
Furniture,Furnishings,DAX Wood Document Frame.,159.27,7.69,16,0.35,0.04828279,6.93E-05,1189,1432,Problem Product
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,81.56,14,0.25,0.140337595,0.000253047,684,663,Problem Product
Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,1114.39,288.42,28,0.066666667,0.258814239,0.000485216,482,286,Problem Product
Furniture,Furnishings,Dana Swing-Arm Lamps,108.93,-11.22,15,0.342857143,-0.103001928,4.74E-05,1346,1626,Problem Product
Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,99.57,21,0.12,0.195722682,0.000221506,741,591,Problem Product
Furniture,Furnishings,Dax Clear Box Frame,96.03,15.37,14,0.2,0.16005415,4.18E-05,1396,1297,Problem Product
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,124.74,37.03,17,0.066666667,0.296857464,5.43E-05,1290,1016.5,Problem Product
Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.38,18,0.16,0.144994779,0.000733856,355,328,Problem Product
Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07,17,0.066666667,0.106949412,0.000293409,638,711.5,Problem Product
Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,14,0.066666667,0.176470588,0.000305849,625,509,Problem Product
Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.63,-125.18,33,0.177777778,-0.11220566,0.000485755,481,1746,Problem Product
Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,1579.37,318.37,26,0.028571429,0.201580377,0.000687672,374,264,Problem Product
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.25,-343.1,26,0.266666667,-0.211366087,0.000706778,365,1805,Problem Product
Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.7,138.32,18,0.15,0.316015536,0.000190579,815,474,Problem Product
